capturedAtUtc,publishTime,publishTimeRaw,buying,cashBuying,selling,cashSelling,middle,source
2026-01-02 10:44:16,2026-01-02 18:43:08,2026/01/02 18:43:08,697.85,697.85,700.79,700.79,702.88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 10:55:55,2026-01-02 18:53:08,2026/01/02 18:53:08,697.85,697.85,700.79,700.79,702.88,d179d1e84311044edf6ba0b558c425d129b398d65206d0f1770a20440da5d95d,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:10:50,2026-01-02 19:08:08,2026/01/02 19:08:08,697.85,697.85,700.79,700.79,702.88,771ba0dec677e2c99887485b2f3508b2291ebd955dcfc74bf9c971bf80e71ab5,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:28:24,2026-01-02 19:23:08,2026/01/02 19:23:08,697.85,697.85,700.79,700.79,702.88,5c4733605b7475c279b1463b26c1494a1786f956f85db37fb36e5008a376ba0c,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:38:01,2026-01-02 19:33:08,2026/01/02 19:33:08,697.85,697.85,700.79,700.79,702.88,0f7f505e7292a8f8228e831ea7ae031e4b1f0f744639260e5df941d7982a990a,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:45:15,2026-01-02 19:43:40,2026/01/02 19:43:40,697.85,697.85,700.79,700.79,702.88,4458d6bafc3e554be75bbef5b96f329a2e9de31f839a25bd85bd9630b87f221e,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:51:31,2026-01-02 19:48:09,2026/01/02 19:48:09,697.85,697.85,700.79,700.79,702.88,e8f81e4f881938f3454597423fe639ba06e596229193c4ca380ce73f182620bd,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 11:57:40,2026-01-02 19:53:09,2026/01/02 19:53:09,697.85,697.85,700.79,700.79,702.88,53e90335a96b5557a51da88e62383ae24b6c03d1bafecdb9b65daf307232dd94,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 12:30:28,2026-01-02 20:28:09,2026/01/02 20:28:09,697.85,697.85,700.79,700.79,702.88,6afedc7e56faed29dca5afdee5951af17723f5d15a06ac939c929bd451dca0a1,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 13:09:13,2026-01-02 20:58:09,2026/01/02 20:58:09,697.85,697.85,700.79,700.79,702.88,4493cf77109f3f38e8602c928ae3c231c403f956796c25b04de0c48bce13b399,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 13:41:27,2026-01-02 21:19:48,2026/01/02 21:19:48,697.85,697.85,700.79,700.79,702.88,277dcf22e234ac2fdab30397fc7710b475b96bb65b771188f155a32f31251c73,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 13:41:48,2026-01-02 21:19:48,2026/01/02 21:19:48,697.85,697.85,700.79,700.79,702.88,277dcf22e234ac2fdab30397fc7710b475b96bb65b771188f155a32f31251c73,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 13:53:04,2026-01-02 21:44:23,2026/01/02 21:44:23,697.85,697.85,700.79,700.79,702.88,3c47d09f038d231ad5e6093955d7b71465e7dbe1e1d87924c728c858bb08a6f7,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 13:59:10,2026-01-02 21:44:23,2026/01/02 21:44:23,697.85,697.85,700.79,700.79,702.88,3c47d09f038d231ad5e6093955d7b71465e7dbe1e1d87924c728c858bb08a6f7,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 14:19:32,2026-01-02 22:16:58,2026/01/02 22:16:58,697.85,697.85,700.79,700.79,702.88,c9d8cdfe47beb82bd4dd9a89d194b7365859814ea048ae5c7f67f0166dac3bd1,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 14:40:29,2026-01-02 22:31:02,2026/01/02 22:31:02,697.85,697.85,700.79,700.79,702.88,ca4ff2776d6c17f1eaa583cd4a7a6202e4de63dde4f438c95ed6ea29216962f2,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 14:51:53,2026-01-02 22:31:02,2026/01/02 22:31:02,697.85,697.85,700.79,700.79,702.88,ca4ff2776d6c17f1eaa583cd4a7a6202e4de63dde4f438c95ed6ea29216962f2,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 14:57:20,2026-01-02 22:55:06,2026/01/02 22:55:06,697.85,697.85,700.79,700.79,702.88,b60c55a1dfa376aa285f02f0462a9ba2cd16ea5539ac9013fff9de5bc3b7f1d5,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 15:15:54,2026-01-02 22:59:31,2026/01/02 22:59:31,697.85,697.85,700.79,700.79,702.88,a1aabb020f10800a996e2d4554d456603fb8c27de41eb6d3f5b6852ba6ef1138,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 15:34:43,2026-01-02 22:59:31,2026/01/02 22:59:31,697.85,697.85,700.79,700.79,702.88,a1aabb020f10800a996e2d4554d456603fb8c27de41eb6d3f5b6852ba6ef1138,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 15:47:13,2026-01-02 22:59:31,2026/01/02 22:59:31,697.85,697.85,700.79,700.79,702.88,a1aabb020f10800a996e2d4554d456603fb8c27de41eb6d3f5b6852ba6ef1138,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 15:54:34,2026-01-02 22:59:31,2026/01/02 22:59:31,697.85,697.85,700.79,700.79,702.88,a1aabb020f10800a996e2d4554d456603fb8c27de41eb6d3f5b6852ba6ef1138,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 15:59:59,2026-01-02 22:59:31,2026/01/02 22:59:31,697.85,697.85,700.79,700.79,702.88,a1aabb020f10800a996e2d4554d456603fb8c27de41eb6d3f5b6852ba6ef1138,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 16:26:26,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 16:46:57,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 16:58:27,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 17:15:50,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 17:33:26,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 17:44:40,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 17:51:13,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 17:56:35,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 18:19:09,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 18:47:01,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 18:58:48,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:12:40,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:23:59,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:29:31,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:37:57,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:44:27,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:50:10,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 19:56:10,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 20:13:07,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 20:34:32,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 20:47:11,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 20:54:12,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 20:59:54,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:16:15,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:28:58,2026-01-03 00:00:05,2026/01/03 00:00:05,697.85,697.85,700.79,700.79,702.88,50db5b9774239af44e0c158c87f88b755fee8c8a2bf4539927893ff63c247937,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:37:51,2026-01-03 05:30:00,2026/01/03 05:30:00,697.85,697.85,700.79,700.79,702.88,5a331104117844acad2824e17e2bcc9baf293eb837694e91beba2f31990619e0,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:44:56,2026-01-03 05:30:00,2026/01/03 05:30:00,697.85,697.85,700.79,700.79,702.88,5a331104117844acad2824e17e2bcc9baf293eb837694e91beba2f31990619e0,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:50:57,2026-01-03 05:30:00,2026/01/03 05:30:00,697.85,697.85,700.79,700.79,702.88,5a331104117844acad2824e17e2bcc9baf293eb837694e91beba2f31990619e0,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 21:57:05,2026-01-03 05:30:00,2026/01/03 05:30:00,697.85,697.85,700.79,700.79,702.88,5a331104117844acad2824e17e2bcc9baf293eb837694e91beba2f31990619e0,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 22:13:44,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 22:35:50,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 22:48:04,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 22:55:26,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:09:58,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:28:51,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:39:23,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:46:19,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:52:28,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-02 23:58:01,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 01:13:56,2026-01-03 05:58:24,2026/01/03 05:58:24,697.85,697.85,700.79,700.79,702.88,613daa5f14e1daa0f213a693e36fb5668a9578ac6b778ad4e91e71ca9d276c88,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 02:57:39,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 03:52:47,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 04:21:06,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 04:47:08,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 04:59:04,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 05:19:42,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 05:40:49,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 05:51:11,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 05:56:50,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 06:20:38,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 06:48:44,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 06:59:46,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 07:19:16,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 07:32:41,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 07:42:10,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 07:48:26,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 07:54:48,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 08:00:19,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 08:29:13,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 08:48:39,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
2026-01-03 08:58:16,2026-01-03 10:30:00,2026/01/03 10:30:00,697.85,697.85,700.79,700.79,702.88,1eedf791404b2e4c9456a9fff86ec2dbef7b0088cee5e5f46de0300d755bb9cf,https://www.bankofchina.com/sourcedb/whpj/enindex_1619.html
